product_id,product_url,name,discount,discounted_price,original_price,rating,product_info
8222133,https://www.dresslily.com/polka-dots-naked-belly-faux-product8222133.html,Polka Dots Naked Belly Faux Tie Print Christmas Hoodie,53,18.41,38.98,,"Clothes Type:Hoodie;Occasion:Christmas Day,Daily,Festival,Going Out,Night Out,Sports;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Candy,Polka Dot,Print;Season:Fall,Spring,Winter;Weight:0.4400kg;Package Contents:1 x Hoodie"
8154430,https://www.dresslily.com/cat-pattern-casual-long-sleeved-product8154430.html,Skull Cat Pattern Casual Hoodie,51,19.99,40.49,,"Clothes Type:Hoodie;Occasion:Daily,Festival,Going Out,Halloween;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Animal;Season:Fall,Spring,Winter;Weight:0.6000kg;Package Contents:1 x Hoodie"
5436103,https://www.dresslily.com/night-santa-claus-gift-print-product5436103.html,Night Santa Claus Gift Print Pullover Hoodie,67,14.90,44.64,,"Clothes Type:Hoodie;Occasion:Christmas Day,Daily,Daily Use,Festival,Going Out,Home,Night Out;Style:Cute;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Santa Claus;Season:Fall;Weight:0.5500kg;Package Contents:1 x Hoodie"
5082142,https://www.dresslily.com/christmas-santa-and-tree-print-product5082142.html,Christmas Santa and Tree Print Pullover Hoodie,63,13.94,37.51,,"Clothes Type:Hoodie;Occasion:Christmas Day;Style:Fashion;Fit Type:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Santa Claus;Season:Fall,Winter;Weight:0.4800kg;Package Contents:1 x Hoodie"
2180104,https://www.dresslily.com/clown-print-graphic-embroidered-hoodie-product2180104.html,Clown Print Graphic Embroidered Hoodie,69,21.36,68.62,,"Style:Fashion;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Weight:0.7400kg;Package Contents:1 x Hoodie"
8210920,https://www.dresslily.com/christmas-santa-claus-letter-print-product8210920.html,Christmas Santa Claus Letter Print Hoodie,45,17.98,32.82,,"Clothes Type:Hoodie;Occasion:Christmas Day;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Letter,Santa Claus;Season:Fall,Spring,Winter;Weight:0.4250kg;Package Contents:1 x Hoodie"
8181035,https://www.dresslily.com/wolf-fire-3d-print-kangaroo-product8181035.html,Wolf Fire 3D Print Kangaroo Pocket Pullover Hoodie,43,23.90,41.88,,"Clothes Type:Hoodie;Occasion:Daily,Festival,Going Out,Night Out;Style:Fashion;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:3D Print,Animal;Season:Fall,Spring;Weight:0.5400kg;Package Contents:1 x Hoodie"
8164599,https://www.dresslily.com/halloween-scratch-print-front-pocket-product8164599.html,Halloween Scratch Print Front Pocket Drawstring Hoodie,50,17.55,35.23,,"Clothes Type:Hoodie;Occasion:Halloween;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Print;Season:Fall,Spring;Weight:0.5200kg;Package Contents:1 x Hoodie"
8164595,https://www.dresslily.com/skull-floral-print-long-sleeves-product8164595.html,Skull Floral Print Casual Hoodie,56,19.99,45.88,,"Clothes Type:Hoodie;Occasion:Going Out,Halloween;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Floral,Skull;Season:Fall,Spring,Winter;Weight:0.6000kg;Package Contents:1 x Hoodie"
2823628,https://www.dresslily.com/kangaroo-pocket-camo-horse-pattern-product2823628.html,Kangaroo Pocket Camo Horse Pattern Pullover Hoodie,66,14.54,43.20,,"Clothes Type:Hoodie;Occasion:Casual ,Going Out,Sports;Style:Casual;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Animal,Camouflage;Weight:0.5100kg;Package Contents:1 x Hoodie"
2793379,https://www.dresslily.com/beef-print-meat-pullover-hoodie-product2793379.html,Beef Print Meat Pullover Hoodie,61,13.42,34.67,4.0,"Clothes Type:Hoodie;Occasion:Club,Daily Use,Going Out,Sports;Style:Fashion;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:3D,Print;Season:Fall,Spring;Weight:0.5000kg;Package Contents:1 x Hoodie"
2457015,https://www.dresslily.com/kangaroo-pocket-rose-printed-pullover-product2457015.html,Kangaroo Pocket Rose Printed Pullover Hoodie,61,13.36,34.31,,"Clothes Type:Hoodie;Occasion:Casual ,Going Out;Style:Casual;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Floral;Weight:0.4900kg;Package Contents:1 x Hoodie"
2556704,https://www.dresslily.com/3d-tortoise-bird-tiger-print-product2556704.html,3D Tortoise Bird Tiger Print Pullover Hoodie,63,13.76,37.11,,"Clothes Type:Hoodie;Occasion:Casual ,Daily Use,Going Out;Style:Fashion;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:3D,Animal;Weight:0.4800kg;Package Contents:1 x Hoodie"
8203781,https://www.dresslily.com/color-spliced-design-long-sleeved-product8203781.html,Color Spliced Design Hoodie,38,20.75,33.49,,"Clothes Type:Hoodie;Occasion:Daily,Going Out;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:Colorblock;Season:Fall,Spring,Winter;Weight:0.4500kg;Package Contents:1 x Hoodie"
8203788,https://www.dresslily.com/cat-pattern-long-sleeves-pocket-product8203788.html,Cat Pattern Pocket Hoodie,42,25.01,42.76,,"Clothes Type:Hoodie;Occasion:Daily,Going Out;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Animal;Season:Fall,Spring,Winter;Weight:0.5640kg;Package Contents:1 x Hoodie"
8160194,https://www.dresslily.com/crown-wash-painting-print-front-product8160194.html,Crown Wash Painting Print Front Pocket Hoodie,42,20.05,34.83,,"Clothes Type:Hoodie;Occasion:Daily;Style:Chinese Style;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Print;Season:Fall,Spring;Weight:0.5000kg;Package Contents:1 x Hoodie"
8214436,https://www.dresslily.com/casual-printed-long-sleeves-drawstring-product8214436.html,Casual Printed Drawstring Design Hoodie,41,24.22,41.31,,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Print;Season:Fall,Spring,Winter;Weight:0.5350kg;Package Contents:1 x Hoodie"
8203792,https://www.dresslily.com/wooden-horse-print-long-sleeved-product8203792.html,Christmas Wooden Horse Print Hoodie,53,17.25,36.46,,"Clothes Type:Hoodie;Occasion:Christmas Day;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Animal;Season:Fall,Spring,Winter;Weight:0.4000kg;Package Contents:1 x Hoodie"
8160189,https://www.dresslily.com/contrast-paint-stroke-print-front-product8160189.html,Contrast Paint Stroke Print Front Pocket Hoodie,53,17.08,36.65,,"Clothes Type:Hoodie;Occasion:Daily;Style:Trendy;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Painting;Season:Fall,Spring;Weight:0.4900kg;Package Contents:1 x Hoodie"
8214440,https://www.dresslily.com/snowman-snowflake-print-long-sleeved-product8214440.html,Snowman Snowflake Print Hoodie,51,20.55,41.60,,"Clothes Type:Hoodie;Occasion:Christmas Day;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Snowman;Season:Fall,Spring,Winter;Weight:0.5250kg;Package Contents:1 x Hoodie"
3754846,https://www.dresslily.com/deer-print-christmas-long-sleeve-product3754846.html,Deer Print Christmas Long Sleeve Hoodie,67,13.79,41.71,,"Clothes Type:Hoodie;Occasion:Christmas Day,Daily Use;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Animal;Season:Fall,Winter;Weight:0.4700kg;Package Contents:1 x Hoodie"
8238408,https://www.dresslily.com/contrast-sewing-front-pocket-fleece-product8238408.html,Contrast Sewing Front Pocket Fleece Hoodie,34,25.93,39.03,,"Clothes Type:Hoodies;Style:Casual;Pattern Type:Others;Material:Polyester,Spandex;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring,Winter;Weight:0.5200kg;Package Contents:1 x Hoodie"
8227748,https://www.dresslily.com/color-blocking-zip-up-hooded-product8227748.html,Color Blocking Zip Up Hooded Sweatshirt,46,17.55,32.39,,"Clothes Type:Sweatshirt;Occasion:Daily;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:Colorblock;Season:Fall,Spring,Winter;Weight:0.4200kg;Package Contents:1 x Sweatshirt"
8227749,https://www.dresslily.com/merry-christmas-santa-graphic-front-product8227749.html,Merry Christmas Santa Graphic Front Pocket Drawstring Hoodie,44,18.49,33.14,,"Clothes Type:Hoodie;Occasion:Christmas Day;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Santa Claus;Season:Fall,Spring,Winter;Weight:0.4200kg;Package Contents:1 x Hoodie"
8197408,https://www.dresslily.com/christmas-snowflake-print-long-sleeved-product8197408.html,Snowflake Print Christmas Hoodie,49,22.31,44.09,,"Clothes Type:Hoodie;Occasion:Christmas Day;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Thickness:Regular;Patterns:Print;Season:Fall,Spring,Winter;Weight:0.5600kg;Package Contents:1 x Hoodie"
8268281,https://www.dresslily.com/lion-paint-graphic-front-pocket-product8268281.html,Lion Paint Graphic Front Pocket Casual Hoodie,24,28.49,37.32,,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Animal;Season:Fall,Spring;Weight:0.5300kg;Package Contents:1 x Hoodie"
8268277,https://www.dresslily.com/contrast-lion-graphic-front-pocket-product8268277.html,Contrast Lion Graphic Front Pocket Casual Hoodie,28,28.49,39.32,,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Animal;Season:Fall,Spring;Weight:0.5250kg;Package Contents:1 x Hoodie"
8227728,https://www.dresslily.com/color-blocking-spliced-raglan-sleeve-product8227728.html,Color Blocking Spliced Raglan Sleeve Sport Hoodie,34,22.51,34.04,,"Clothes Type:Hoodie;Occasion:Daily,Night Out,Sports;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Closure Type:Zipper;Patterns:Colorblock;Season:Fall,Spring;Weight:0.4100kg;Package Contents:1 x Hoodie"
969312,https://www.dresslily.com/hooded-long-sleeve-hoodie-product969312.html,Hooded Drawstring Half Button Up Pullover Hoodie,61,15.80,40.88,4.0,"Style:Fashion;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Weight:0.4310kg;Package Contents:1 x Hoodie"
8268270,https://www.dresslily.com/lion-graphic-pouch-pocket-casual-product8268270.html,Lion Graphic Pouch Pocket Casual Hoodie,31,28.49,41.03,,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Animal;Season:Fall,Spring;Weight:0.5150kg;Package Contents:1 x Hoodie"
8210042,https://www.dresslily.com/christmas-snowman-print-long-sleeves-product8210042.html,Snowman Printed Christmas Hoodie,42,18.70,32.49,,"Clothes Type:Hoodie;Occasion:Christmas Day,Going Out;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Thickness:Regular;Patterns:Snowman;Season:Fall,Spring,Winter;Weight:0.5500kg;Package Contents:1 x Hoodie"
3238832,https://www.dresslily.com/drawstring-color-block-tiger-print-product3238832.html,Drawstring Color Block Tiger Print Hoodie,68,14.12,44.22,5.0,"Clothes Type:Hoodie;Occasion:Daily Use;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Animal;Season:Fall,Winter;Weight:0.5000kg;Package Contents:1 x Hoodie"
2446382,https://www.dresslily.com/santa-claus-body-3d-print-pullover-sweatshirt-product2446382.html,Santa Claus Body 3D Print Pullover Sweatshirt,62,12.10,31.67,,"Material:Cotton,Polyester,Spandex;Shirt Length:Regular;Sleeve Length:Full;Style:Fashion;Weight:0.4100kg;Package Contents:1 x Sweatshirt"
3161048,https://www.dresslily.com/zip-embellished-panel-long-sleeve-product3161048.html,Zip Embellished Panel Long Sleeve Hoodie,62,18.78,49.81,,"Clothes Type:Hoodie;Occasion:Daily,Daily Use,Home,Night Out;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Spandex;Thickness:Regular;Patterns:Solid;Season:Fall,Spring;Weight:0.6000kg;Package Contents:1 x T-shirt"
3238824,https://www.dresslily.com/inclined-placket-zipper-pocket-hoodie-product3238824.html,Inclined Placket Zipper Pocket Hoodie,53,16.24,34.24,,"Clothes Type:Hoodie;Occasion:Daily,Going Out;Style:Fashion;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Thickness:Thick;Closure Type:Zipper;Patterns:Solid;Season:Fall,Winter;Weight:0.4550kg;Package Contents:1 x Hoodie"
2861941,https://www.dresslily.com/color-block-raglan-sleeve-hoodie-product2861941.html,Color Block Raglan Sleeve Hoodie,61,17.19,43.98,5.0,"Clothes Type:Hoodie;Occasion:Casual ,Going Out,Sports;Style:Casual;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Solid;Weight:0.6400kg;Package Contents:1 x Hoodie"
8181955,https://www.dresslily.com/solid-color-braided-rope-decoration-product8181955.html,Solid Color Braided Rope Decoration Hoodie,50,20.87,41.84,,"Clothes Type:Hoodie;Occasion:Daily,Going Out;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:Solid;Season:Fall,Spring;Weight:0.5300kg;Package Contents:1 x Hoodie"
8159181,https://www.dresslily.com/contrast-color-kangaroo-pockets-hoodie-product8159181.html,Contrast Color Kangaroo Pockets Hoodie,56,17.09,38.63,,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:Patchwork;Season:Fall,Spring;Weight:0.4900kg;Package Contents:1 x Hoodie"
3294906,https://www.dresslily.com/allover-fish-print-pullover-hoodie-product3294906.html,Allover Fish Print Pullover Hoodie,60,18.05,45.58,,Clothes Type:Hoodie;Occasion:Daily Use;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Animal;Season:Fall;Weight:0.4600kg;Package Contents:1 x Hoodie
5293805,https://www.dresslily.com/drawstring-christmas-snowman-print-hoodie-product5293805.html,Drawstring Christmas Snowman Print Hoodie,65,12.72,36.03,,"Clothes Type:Hoodie;Occasion:Christmas Day;Style:Fashion;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Snowman;Season:Fall,Winter;Weight:0.4100kg;Package Contents:1 x Hoodie"
8244564,https://www.dresslily.com/musical-note-printed-pocket-design-product8244564.html,Musical Note Printed Pocket Design Hoodie,36,24.45,37.94,,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Music;Season:Fall,Spring,Winter;Weight:0.4750kg;Package Contents:1 x Hoodie"
4170304,https://www.dresslily.com/contrast-color-pullover-hoodie-product4170304.html,Contrast Color Pullover Hoodie,56,12.02,27.05,,"Clothes Type:Hoodie;Occasion:Daily Use;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane,Rayon;Thickness:Regular;Patterns:Color Block;Season:Fall;Weight:0.3700kg;Package Contents:1 x Hoodie"
3247653,https://www.dresslily.com/vintage-allover-printed-pullover-hoodie-product3247653.html,Vintage Allover Printed Pullover Hoodie,63,16.90,45.43,,Clothes Type:Hoodie;Occasion:Daily;Style:Retro;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Others;Season:Fall;Weight:0.6450kg;Package Contents:1 x Hoodie
3247658,https://www.dresslily.com/flower-plaid-pattern-drawstring-hoodie-product3247658.html,Flower Plaid Pattern Drawstring Hoodie,64,16.69,46.07,,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Floral,Plaid;Season:Fall;Weight:0.6400kg;Package Contents:1 x Hoodie"
8244530,https://www.dresslily.com/rocking-people-graphic-front-pocket-product8244530.html,Rocking People Graphic Front Pocket Casual Hoodie,51,19.66,40.00,,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Music;Season:Fall,Spring;Weight:0.5200kg;Package Contents:1 x Hoodie"
2901388,https://www.dresslily.com/pocket-3d-bananas-printed-hoodie-product2901388.html,Pocket 3D Bananas Printed Hoodie,61,15.69,40.41,,"Clothes Type:Hoodie;Occasion:Casual ,Daily Use,Going Out;Style:Fashion;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:3D,Fruit;Weight:0.4800kg;Package Contents:1 x Hoodie"
2284592,https://www.dresslily.com/drawstring-lion-patterned-3d-animal-hoodie-product2284592.html,Drawstring Lion Patterned 3D Animal Hoodie,61,15.60,39.76,5.0,"Clothes Type:Hoodie;Occasion:Casual ,Daily Use,Going Out;Style:Fashion;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:3D,Animal,Print;Weight:0.5300kg;Package Contents:1 x Hoodie"
3294935,https://www.dresslily.com/fish-print-pullover-hoodie-product3294935.html,Fish Print Pullover Hoodie,65,14.15,40.59,,Clothes Type:Hoodie;Occasion:Daily Use;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Animal;Season:Fall;Weight:0.4770kg;Package Contents:1 x Hoodie
3294937,https://www.dresslily.com/ripped-faux-twinset-solid-hoodie-product3294937.html,Ripped Faux Twinset Solid Hoodie,56,18.21,41.69,,"Clothes Type:Hoodie;Occasion:Daily Use;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:Solid;Season:Fall;Weight:0.6370kg;Package Contents:1 x Hoodie"
8156954,https://www.dresslily.com/halloween-blood-scratch-print-casual-product8156954.html,Halloween Blood Scratch Print Casual Kangaroo Pocket Hoodie,50,18.92,38.18,,"Clothes Type:Hoodie;Occasion:Daily,Daily Use,Halloween;Style:Fashion;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Print;Season:Fall,Spring;Weight:0.5450kg;Package Contents:1 x Hoodie"
8230560,https://www.dresslily.com/fire-white-werewolf-graphic-front-product8230560.html,Fire White Werewolf Graphic Front Pocket Drawstring Hoodie,48,18.49,35.69,,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Animal;Season:Fall,Spring,Winter;Weight:0.4200kg;Package Contents:1 x Hoodie"
8230564,https://www.dresslily.com/christmas-elk-snowflake-ball-print-product8230564.html,Christmas Elk Snowflake Ball Print Drawstring Hoodie,49,20.09,39.59,,"Clothes Type:Hoodie;Occasion:Christmas Day,Daily,Night Out,Sports;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Ball,Christmas Tree,Elk;Season:Fall,Spring,Winter;Weight:0.4700kg;Package Contents:1 x Hoodie"
8231885,https://www.dresslily.com/christmas-robber-santa-graphic-print-product8231885.html,Christmas Robber Santa Graphic Print Drawstring Hoodie,46,19.93,37.11,,"Clothes Type:Hoodie;Occasion:Christmas Day,Daily,Festival,Night Out,Sports;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Letter,Santa Claus;Season:Fall,Spring,Winter;Weight:0.4600kg;Package Contents:1 x Hoodie"
8230553,https://www.dresslily.com/3d-tiger-graphic-front-pocket-product8230553.html,3D Tiger Graphic Front Pocket Casual Hoodie,41,20.00,34.16,,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Animal;Season:Fall,Spring,Winter;Weight:0.4350kg;Package Contents:1 x Hoodie"
8171637,https://www.dresslily.com/splash-print-ombre-pocket-hoodie-product8171637.html,Splash Print Ombre Pocket Hoodie,44,17.09,30.57,,"Occasion:Daily,Home,Sports,Travel;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:Print;Season:Fall,Spring,Winter;Weight:0.4200kg;Package Contents:1 x Hoodie"
8171650,https://www.dresslily.com/ripped-zipper-camouflage-patchwork-curved-product8171650.html,Ripped Zipper Camouflage Patchwork Curved Hem Hoodie,52,14.77,30.77,,"Clothes Type:Hoodie;Occasion:Daily,Dance,Festival,Going Out,Halloween;Style:Fashion;Fit Type:Regular;Shirt Length:Long;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:Camouflage,Patchwork;Season:Fall,Spring;Weight:0.3500kg;Package Contents:1 x Hoodie"
8231873,https://www.dresslily.com/girl-face-graphic-front-pocket-product8231873.html,Girl Face Graphic Front Pocket Drawstring Hoodie,35,23.45,35.94,,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Face;Season:Fall,Spring,Winter;Weight:0.4350kg;Package Contents:1 x Hoodie"
2287785,https://www.dresslily.com/christmas-santa-clause-snowflake-printed-hoodie-product2287785.html,Christmas Santa Clause Snowflake Printed Hoodie,62,12.54,33.24,,"Clothes Type:Hoodie;Occasion:Casual ,Daily Use,Going Out;Style:Novelty;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Print;Weight:0.4350kg;Package Contents:1 x Hoodie"
8214726,https://www.dresslily.com/christmas-tree-snow-print-long-product8214726.html,Christmas Tree Snow Print Hoodie,48,23.51,45.58,,"Clothes Type:Hoodie;Occasion:Christmas Day;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Christmas Tree;Season:Fall,Spring,Winter;Weight:0.5150kg;Package Contents:1 x Hoodie"
8214722,https://www.dresslily.com/snowman-pattern-long-sleeves-pocket-product8214722.html,Snowman Pattern Pocket Hoodie,45,20.40,37.32,,"Clothes Type:Hoodie;Occasion:Christmas Day;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Snowman;Season:Fall,Spring,Winter;Weight:0.5150kg;Package Contents:1 x Hoodie"
8223679,https://www.dresslily.com/animal-wolf-3d-print-kangaroo-product8223679.html,Animal Wolf 3D Print Kangaroo Pocket Casual Hoodie,34,21.46,32.65,,"Clothes Type:Hoodie;Occasion:Daily,Night Out,Sports;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Animal,Wolf;Season:Fall,Spring,Winter;Weight:0.3650kg;Package Contents:1 x Hoodie"
4298819,https://www.dresslily.com/raglan-sleeve-slim-fit-bordure-product4298819.html,Raglan Sleeve Slim Fit Bordure Zipper Pocket Hoodie,67,14.00,42.26,,"Clothes Type:Hoodie Jacket;Occasion:Daily;Style:Fashion;Fit Type:Slim;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:Solid;Season:Fall;Weight:0.4920kg;Package Contents:1 x Hoodie"
2803710,https://www.dresslily.com/kangaroo-pocket-steak-hoodie-product2803710.html,Kangaroo Pocket Steak Hoodie,59,15.38,37.88,,"Clothes Type:Hoodie;Occasion:Casual ,Club,Going Out;Style:Streetwear;Shirt Length:Long;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Print;Weight:0.5000kg;Package Contents:1 x Hoodie"
2767631,https://www.dresslily.com/3d-lovers-galaxy-print-valentine-product2767631.html,3D Lovers Galaxy Print Valentine's Day Hoodie,62,15.06,39.14,,"Clothes Type:Hoodie;Occasion:Casual ,Daily Use,Going Out;Style:Fashion;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:3D,Print,Stars;Weight:0.5600kg;Package Contents:1 x Hoodie"
3298390,https://www.dresslily.com/men-fashionable-pure-color-hoodie-product3298390.html,Men Fashionable Pure Color Hoodie,60,21.41,53.27,,"Material:Polyester;Occasion:Casual ,Daily Use;Product weight:0.3500 kg;Package weight:0.3700 kg;Package Contents:1 x Hoodie"
3245883,https://www.dresslily.com/casual-geometric-print-pullover-hoodie-product3245883.html,Casual Geometric Print Pullover Hoodie,59,19.83,48.30,,"Clothes Type:Hoodie;Occasion:Daily Use;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Thickness:Regular;Patterns:Geometric;Season:Fall;Weight:0.5050kg;Package Contents:1 x Hoodie"
3210404,https://www.dresslily.com/raglan-sleeve-color-block-pullover-product3210404.html,Raglan Sleeve Color Block Pullover Hoodie,58,15.48,37.09,,"Clothes Type:Hoodie;Occasion:Daily Use;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Polyester,Spandex;Thickness:Regular;Patterns:Patchwork;Season:Fall,Spring,Winter;Weight:0.5000kg;Package Contents:1 x Hoodie"
8244587,https://www.dresslily.com/novelty-bird-letter-print-pocket-product8244587.html,Novelty Bird Letter Print Pocket Hoodie,34,25.05,38.18,,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Thickness:Regular;Patterns:Graphic;Season:Fall,Spring,Winter;Weight:0.4900kg;Package Contents:1 x Hoodie"
8211643,https://www.dresslily.com/plaid-pattern-casual-long-sleeves-product8211643.html,Plaid Pattern Casual Pocket Hoodie,33,25.60,38.35,,"Clothes Type:Hoodies;Style:Casual;Pattern Type:Plaid;Material:Cotton,Polyester;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring,Winter;Weight:0.5800kg;Package Contents:1 x Hoodie"
