product_id,rating,timestamp,text,size,color
8160042,5,"Dec,12 2019 22:45:14","got this for my boyfriend, he loves it,the colours are vibrant and the fabric is comfortable, he doesn't take it off, definitely a perfect birthday present :)",L,RED
8160042,5,"Nov,25 2019 03:53:46",super warm,M,WHITE
8160042,4,"Nov,06 2019 02:37:53",Really nice hoodie,M,RED
8161360,5,"Dec,01 2019 04:06:07","Image quality was good, material was nice, fit well, excellent value",XL,multicolor A
8160042,5,"Nov,25 2019 01:48:54",freind brought this through me he loves the texture and bold design. he has had a few comments on its unusual design.,L,WHITE
3561115,5,"Dec,11 2019 06:42:42",so pretty. and good quality,M,BLACK
3561115,5,"Feb,05 2019 02:50:22","I love the pattern on this sweatshirt. A little thinner material than I expected, but size was true and I love it.",L,WHITE
3026450,5,"Jul,17 2019 17:34:02",Nice and Good delivery service 20 days south of Morocco arrived and good quality and suitable price thank you,M,BLACK
3026450,5,"Jul,16 2019 18:22:01",Nice,M,BLACK
3026450,5,"Jun,30 2019 19:21:48",Pretty,M,BLACK
1726229,5,"Aug,15 2019 11:23:52",good pruduct,M,GRAY
5463223,5,"Dec,21 2019 10:34:36",So festive,2XL,multicolor
5463223,5,"Dec,21 2019 10:33:52",Loved it,2XL,DARK FOREST GREEN
5463223,5,"Jul,22 2019 22:02:31","In der Schweiz trage ich L, bestellt habe ich XL, damit es passt. Bei den T-Shirts ist XL aber auch zu klein!",XL,NAVY BLUE
5463223,5,"Jul,22 2019 22:00:15","In der Schweiz trage ich Grösse L. Bestellt habe ich XL, damit es passt.",XL,multicolor
5463223,5,"Jul,21 2018 16:15:11",Cute Hoodie. Right to wearing on christmas morning and opening presents. Print and quality is very good.,3XL,multicolor
3474243,5,"Nov,02 2019 20:17:41",I ordered and xl and got a large it fits but it's more fitted than I'd like.,L,multicolor
5463223,5,"Nov,17 2017 03:34:42",love,XL,multicolor
8230476,5,"Dec,21 2019 03:11:15",fits perfectly,M,BLACK
6487948,5,"Dec,18 2018 01:07:59",The white color is more of a cream looks a little cheesy but will do,M,RED
4577473,5,"Dec,24 2019 04:39:16",nice and comfy,2XL,multicolor
3252688,5,"Dec,16 2019 16:46:39",really very nice,XS,CADETBLUE
8201096,5,"Jan,25 2020 07:43:26",Very stylish!,M,BLACK
8201096,5,"Jan,25 2020 07:42:02",Very unique. Fits well,M,BROWN BEAR
8237005,5,"Dec,23 2019 02:36:20",my son will love very mid evil urban,L,BLACK
8237005,5,"Nov,22 2019 00:34:45","I absolutely love it. Its a well balanced jacket and just what i was looking for. Its light enough to be worn in warmer weather , with an inner material that provides enough weight and warmth for colder weather.",,
8237005,5,"Nov,21 2019 10:32:07",This is actually a WELL MADE hoodie cape/jacket. I highly recommend! Material is perfect for colder temps.,,
8237005,5,"Nov,20 2019 18:45:21",Omg man this is the best oversized hoodie and gothic style cardigan you will ever find its long and it look so cool...,,
8237005,5,"Feb,05 2020 14:35:08",With a height of 185 and an average build... Perfect!,2XL,BLACK
8237005,5,"Jan,25 2020 07:44:17",Love this hoodie in this color!,S,BLACK
8237005,5,"Jan,25 2020 07:43:46",Very warm,S,LIGHT BROWN
8237005,5,"Jan,23 2020 20:33:22","Size fits good, quality was fine, glad to wear!",M,DARK GRAY
8237005,5,"Jan,17 2020 18:27:13","It fits perfectly, feels great and, it's warm. I keep getting asked where I got it and I keep sending them here.",L,BLACK
8237005,5,"Jan,12 2020 12:15:37",Very nice and it looks and fits exactly as it should,M,ARMY GREEN
8237005,5,"Jan,10 2020 21:28:53",It’s really nice and formed fitting,M,DARK GRAY
8237005,5,"Jan,08 2020 21:20:05","The Hoodie is awesome! It was also true to size, color and material . My boyfriend loves it and put it on right away! Thank you!",L,RED WINE
8237005,5,"Jan,08 2020 05:57:56",Super soft inside and fits well with adjustable sizing on the sides. Excellent to see how it holds up,2XL,BLACK
8237005,5,"Jan,07 2020 16:07:46",Very happy with the product,M,DARK GRAY
8237005,5,"Dec,31 2019 14:35:09",Awesome.,L,BLACK
8237005,5,"Dec,26 2019 22:54:12",amezing,M,BLACK
3218608,5,"Apr,16 2019 17:12:30","I've been looking all over for anything with this cute little smirking kitty. I never dreamed that I would find a HOODIE! (Dresslily you never let me down!) I love it! It's so adorable that I want to put it on and never take it off again. It was well packaged, very protected for it's long journey to the USA. It got here really super fast. I'll take some pictures to add later, if I'm able to edit my review later. So glad I ordered this!!!",2XL,GREEN
